Reporting country,Reference period,Undertaking type,Value,Item name,Item code,"Number of submissions (per reporting country, reference date and undertaking type)",Date of extraction (yyyymmdd)
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0700,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,0.0,Best Estimate,R0710,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,0.0,Risk margin,R0720,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,,Other technical provisions,R0730,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,0.0,Contingent liabilities,R0740,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,15.538969,Provisions other than technical provisions,R0750,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,9.160793,Pension benefit obligations,R0760,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,-1.79249,Deposits from reinsurers,R0770,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,20.459627,Deferred tax liabilities,R0780,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,0.1256,Derivatives,R0790,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,0.0,Debts owed to credit institutions,R0800,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,169.606005,Financial liabilities other than debts owed to credit institutions,R0810,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,417.97049,Insurance & intermediaries payables,R0820,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,399.192075,Reinsurance payables,R0830,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,81.160672,"Payables (trade, not insurance)",R0840,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,35.0,Subordinated liabilities,R0850,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,0.0,Subordinated liabilities not in Basic Own Funds,R0860,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,35.0,Subordinated liabilities in Basic Own Funds,R0870,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,213.123669,"Any other liabilities, not elsewhere shown",R0880,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,6464.872457,Total liabilities,R0900,15,20250930
LIECHTENSTEIN,2024 Q3,Non-Life undertakings,1710.498484,Excess of assets over liabilities,R1000,15,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,,Assets,R0001,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,,Goodwill,R0010,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,,Deferred acquisition costs,R0020,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Intangible assets,R0030,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,12.558611,Deferred tax assets,R0040,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Pension benefit surplus,R0050,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,20.304607,"Property, plant & equipment held for own use",R0060,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,1207.008359,Investments (other than assets held for index-linked and unit-linked contracts),R0070,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,4.342621,Property (other than for own use),R0080,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,25.646982,"Holdings in related undertakings, including participations",R0090,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,44.759398,Equities,R0100,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,35.759398,Equities - listed,R0110,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,9.0,Equities - unlisted,R0120,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,667.316046,Bonds,R0130,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,283.33252,Government Bonds,R0140,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,383.900458,Corporate Bonds,R0150,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.083067,Structured notes,R0160,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Collateralised securities,R0170,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,402.469289,Collective Investments Undertakings,R0180,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Derivatives,R0190,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,31.882201,Deposits other than cash equivalents,R0200,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,30.591823,Other investments,R0210,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,3430.40315,Assets held for index-linked and unit-linked contracts,R0220,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,110.682131,Loans and mortgages,R0230,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Loans on policies,R0240,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Loans and mortgages to individuals,R0250,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,110.682131,Other loans and mortgages,R0260,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,2034.610237,Reinsurance recoverables from:,R0270,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,-1.256671,Non-life and health similar to non-life,R0280,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Non-life excluding health,R0290,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,-1.256671,Health similar to non-life,R0300,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,1835.511931,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,121.416566,Health similar to life,R0320,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,1714.095365,Life excluding health and index-linked and unit-linked,R0330,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,200.354977,Life index-linked and unit-linked,R0340,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Deposits to cedants,R0350,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,315.77792,Insurance and intermediaries receivables,R0360,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,8.06904,Reinsurance receivables,R0370,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,17.392108,"Receivables (trade, not insurance)",R0380,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Own shares (held directly),R0390,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,254.490689,Cash and cash equivalents,R0410,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,9.425426,"Any other assets, not elsewhere shown",R0420,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,7420.722278,Total assets,R0500,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,,Liabilities,R0501,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,34.213988,Technical provisions – non-life,R0510,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,31.44696,Technical provisions – non-life (excluding health),R0520,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Technical provisions calculated as a whole,R0530,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,25.714675,Best Estimate,R0540,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,5.732285,Risk margin,R0550,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,2.767029,Technical provisions - health (similar to non-life),R0560,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Technical provisions calculated as a whole,R0570,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,-0.349661,Best Estimate,R0580,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,3.11669,Risk margin,R0590,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,2401.16927,Technical provisions - life (excluding index-linked and unit-linked),R0600,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,185.496121,Technical provisions - health (similar to life),R0610,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,15.815429,Technical provisions calculated as a whole,R0620,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,78.179043,Best Estimate,R0630,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,91.501649,Risk margin,R0640,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,2215.673149,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,3.250023,Technical provisions calculated as a whole,R0660,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,2154.592588,Best Estimate,R0670,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,57.830537,Risk margin,R0680,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,3369.927763,Technical provisions – index-linked and unit-linked,R0690,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,18.201473,Technical provisions calculated as a whole,R0700,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,3337.028867,Best Estimate,R0710,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,14.697423,Risk margin,R0720,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,,Other technical provisions,R0730,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Contingent liabilities,R0740,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,20.535852,Provisions other than technical provisions,R0750,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,9.229705,Pension benefit obligations,R0760,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,280.909447,Deposits from reinsurers,R0770,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,55.154706,Deferred tax liabilities,R0780,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.039623,Derivatives,R0790,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,10.064625,Debts owed to credit institutions,R0800,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Financial liabilities other than debts owed to credit institutions,R0810,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,159.395368,Insurance & intermediaries payables,R0820,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,114.416403,Reinsurance payables,R0830,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,8.089393,"Payables (trade, not insurance)",R0840,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,61.484738,Subordinated liabilities,R0850,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,0.0,Subordinated liabilities not in Basic Own Funds,R0860,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,61.484738,Subordinated liabilities in Basic Own Funds,R0870,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,22.252795,"Any other liabilities, not elsewhere shown",R0880,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,6546.883676,Total liabilities,R0900,6,20250930
LIECHTENSTEIN,2024 Q3,Other undertakings,873.848111,Excess of assets over liabilities,R1000,6,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,,Assets,R0001,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,,Goodwill,R0010,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,,Deferred acquisition costs,R0020,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.203995,Intangible assets,R0030,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,4.151607,Deferred tax assets,R0040,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Pension benefit surplus,R0050,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,24.85744,"Property, plant & equipment held for own use",R0060,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,1184.204374,Investments (other than assets held for index-linked and unit-linked contracts),R0070,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,29.164368,Property (other than for own use),R0080,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,3.252372,"Holdings in related undertakings, including participations",R0090,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.572125,Equities,R0100,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.572124,Equities - listed,R0110,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,1e-06,Equities - unlisted,R0120,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,983.801366,Bonds,R0130,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,260.460741,Government Bonds,R0140,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,640.90937,Corporate Bonds,R0150,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,78.290421,Structured notes,R0160,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,4.140834,Collateralised securities,R0170,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,121.830149,Collective Investments Undertakings,R0180,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,-2.700229,Derivatives,R0190,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,41.303549,Deposits other than cash equivalents,R0200,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,6.980674,Other investments,R0210,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,11485.400115,Assets held for index-linked and unit-linked contracts,R0220,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,118.345499,Loans and mortgages,R0230,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,69.80749,Loans on policies,R0240,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,45.461618,Loans and mortgages to individuals,R0250,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,3.076391,Other loans and mortgages,R0260,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,491.907425,Reinsurance recoverables from:,R0270,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Non-life and health similar to non-life,R0280,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Non-life excluding health,R0290,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Health similar to non-life,R0300,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,24.953968,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Health similar to life,R0320,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,24.953968,Life excluding health and index-linked and unit-linked,R0330,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,466.953456,Life index-linked and unit-linked,R0340,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Deposits to cedants,R0350,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,22.809113,Insurance and intermediaries receivables,R0360,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,16.629919,Reinsurance receivables,R0370,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,31.178736,"Receivables (trade, not insurance)",R0380,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Own shares (held directly),R0390,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,246.952823,Cash and cash equivalents,R0410,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,16.273183,"Any other assets, not elsewhere shown",R0420,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,13642.914228,Total assets,R0500,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,,Liabilities,R0501,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions – non-life,R0510,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions – non-life (excluding health),R0520,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions calculated as a whole,R0530,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Best Estimate,R0540,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Risk margin,R0550,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions - health (similar to non-life),R0560,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions calculated as a whole,R0570,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Best Estimate,R0580,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Risk margin,R0590,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,866.306588,Technical provisions - life (excluding index-linked and unit-linked),R0600,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions - health (similar to life),R0610,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions calculated as a whole,R0620,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Best Estimate,R0630,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Risk margin,R0640,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,866.306588,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions calculated as a whole,R0660,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,829.445624,Best Estimate,R0670,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,36.860964,Risk margin,R0680,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,11549.161563,Technical provisions – index-linked and unit-linked,R0690,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Technical provisions calculated as a whole,R0700,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,11352.723391,Best Estimate,R0710,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,196.438172,Risk margin,R0720,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,,Other technical provisions,R0730,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.43839,Contingent liabilities,R0740,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,15.553846,Provisions other than technical provisions,R0750,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,9.147432,Pension benefit obligations,R0760,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,7.102953,Deposits from reinsurers,R0770,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,62.02214,Deferred tax liabilities,R0780,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Derivatives,R0790,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.512112,Debts owed to credit institutions,R0800,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,2.725961,Financial liabilities other than debts owed to credit institutions,R0810,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,193.495675,Insurance & intermediaries payables,R0820,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,19.942005,Reinsurance payables,R0830,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,45.35237,"Payables (trade, not insurance)",R0840,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,26.393205,Subordinated liabilities,R0850,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,0.0,Subordinated liabilities not in Basic Own Funds,R0860,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,26.393205,Subordinated liabilities in Basic Own Funds,R0870,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,5.368266,"Any other liabilities, not elsewhere shown",R0880,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,12803.522505,Total liabilities,R0900,10,20250930
LIECHTENSTEIN,2024 Q4,Life undertakings,839.391723,Excess of assets over liabilities,R1000,10,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,,Assets,R0001,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,,Goodwill,R0010,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,,Deferred acquisition costs,R0020,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Intangible assets,R0030,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,25.787969,Deferred tax assets,R0040,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Pension benefit surplus,R0050,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,3.14036,"Property, plant & equipment held for own use",R0060,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,1801.633696,Investments (other than assets held for index-linked and unit-linked contracts),R0070,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Property (other than for own use),R0080,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,74.3,"Holdings in related undertakings, including participations",R0090,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,11.103621,Equities,R0100,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,3.688782,Equities - listed,R0110,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,7.414838,Equities - unlisted,R0120,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,1416.811944,Bonds,R0130,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,407.928442,Government Bonds,R0140,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,993.215222,Corporate Bonds,R0150,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Structured notes,R0160,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,15.66828,Collateralised securities,R0170,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,103.203338,Collective Investments Undertakings,R0180,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.031302,Derivatives,R0190,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,196.173842,Deposits other than cash equivalents,R0200,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.009649,Other investments,R0210,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Assets held for index-linked and unit-linked contracts,R0220,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,216.798446,Loans and mortgages,R0230,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Loans on policies,R0240,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Loans and mortgages to individuals,R0250,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,216.798446,Other loans and mortgages,R0260,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,3032.127417,Reinsurance recoverables from:,R0270,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,3032.127417,Non-life and health similar to non-life,R0280,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,2552.763199,Non-life excluding health,R0290,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,479.364218,Health similar to non-life,R0300,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Health similar to life,R0320,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Life excluding health and index-linked and unit-linked,R0330,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Life index-linked and unit-linked,R0340,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,156.50813,Deposits to cedants,R0350,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,734.043584,Insurance and intermediaries receivables,R0360,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,205.86952,Reinsurance receivables,R0370,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,218.531592,"Receivables (trade, not insurance)",R0380,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Own shares (held directly),R0390,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,644.154755,Cash and cash equivalents,R0410,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,107.893672,"Any other assets, not elsewhere shown",R0420,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,7146.489142,Total assets,R0500,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,,Liabilities,R0501,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,4224.605639,Technical provisions – non-life,R0510,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,3647.841437,Technical provisions – non-life (excluding health),R0520,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0530,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,3533.500293,Best Estimate,R0540,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,114.341144,Risk margin,R0550,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,576.764201,Technical provisions - health (similar to non-life),R0560,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0570,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,572.678334,Best Estimate,R0580,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,4.085867,Risk margin,R0590,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,127.391057,Technical provisions - life (excluding index-linked and unit-linked),R0600,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,127.391057,Technical provisions - health (similar to life),R0610,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0620,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,127.211056,Best Estimate,R0630,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.180001,Risk margin,R0640,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0660,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Best Estimate,R0670,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Risk margin,R0680,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Technical provisions – index-linked and unit-linked,R0690,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0700,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Best Estimate,R0710,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Risk margin,R0720,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,,Other technical provisions,R0730,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,0.0,Contingent liabilities,R0740,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,10.672831,Provisions other than technical provisions,R0750,14,20250930
LIECHTENSTEIN,2024 Q4,Non-Life undertakings,10.727545,Pension benefit obligations,R0760,14,20250930
