Reporting country,Reference period,Undertaking type,Value,Item name,Item code,"Number of submissions (per reporting country, reference date and undertaking type)",Date of extraction (yyyymmdd)
AUSTRIA,2016 Q3,Life undertakings,,Assets,R0001,7,20250930
AUSTRIA,2016 Q3,Life undertakings,,Goodwill,R0010,7,20250930
AUSTRIA,2016 Q3,Life undertakings,,Deferred acquisition costs,R0020,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Intangible assets,R0030,7,20250930
AUSTRIA,2016 Q3,Life undertakings,9.520457,Deferred tax assets,R0040,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Pension benefit surplus,R0050,7,20250930
AUSTRIA,2016 Q3,Life undertakings,5.50962,"Property, plant & equipment held for own use",R0060,7,20250930
AUSTRIA,2016 Q3,Life undertakings,7396.485626,Investments (other than assets held for index-linked and unit-linked contracts),R0070,7,20250930
AUSTRIA,2016 Q3,Life undertakings,3.266,Property (other than for own use),R0080,7,20250930
AUSTRIA,2016 Q3,Life undertakings,3350.236608,"Holdings in related undertakings, including participations",R0090,7,20250930
AUSTRIA,2016 Q3,Life undertakings,5.170058,Equities,R0100,7,20250930
AUSTRIA,2016 Q3,Life undertakings,2.5216,Equities - listed,R0110,7,20250930
AUSTRIA,2016 Q3,Life undertakings,2.648458,Equities - unlisted,R0120,7,20250930
AUSTRIA,2016 Q3,Life undertakings,3184.440988,Bonds,R0130,7,20250930
AUSTRIA,2016 Q3,Life undertakings,1475.242219,Government Bonds,R0140,7,20250930
AUSTRIA,2016 Q3,Life undertakings,1444.63339,Corporate Bonds,R0150,7,20250930
AUSTRIA,2016 Q3,Life undertakings,264.565379,Structured notes,R0160,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Collateralised securities,R0170,7,20250930
AUSTRIA,2016 Q3,Life undertakings,794.73489,Collective Investments Undertakings,R0180,7,20250930
AUSTRIA,2016 Q3,Life undertakings,44.25741,Derivatives,R0190,7,20250930
AUSTRIA,2016 Q3,Life undertakings,14.379672,Deposits other than cash equivalents,R0200,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Other investments,R0210,7,20250930
AUSTRIA,2016 Q3,Life undertakings,7937.368362,Assets held for index-linked and unit-linked contracts,R0220,7,20250930
AUSTRIA,2016 Q3,Life undertakings,145.899938,Loans and mortgages,R0230,7,20250930
AUSTRIA,2016 Q3,Life undertakings,1.864969,Loans on policies,R0240,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.054146,Loans and mortgages to individuals,R0250,7,20250930
AUSTRIA,2016 Q3,Life undertakings,143.980823,Other loans and mortgages,R0260,7,20250930
AUSTRIA,2016 Q3,Life undertakings,472.016098,Reinsurance recoverables from:,R0270,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Non-life and health similar to non-life,R0280,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Non-life excluding health,R0290,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Health similar to non-life,R0300,7,20250930
AUSTRIA,2016 Q3,Life undertakings,74.490862,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Health similar to life,R0320,7,20250930
AUSTRIA,2016 Q3,Life undertakings,74.490862,Life excluding health and index-linked and unit-linked,R0330,7,20250930
AUSTRIA,2016 Q3,Life undertakings,397.525235,Life index-linked and unit-linked,R0340,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Deposits to cedants,R0350,7,20250930
AUSTRIA,2016 Q3,Life undertakings,10.635882,Insurance and intermediaries receivables,R0360,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.000402,Reinsurance receivables,R0370,7,20250930
AUSTRIA,2016 Q3,Life undertakings,19.22126,"Receivables (trade, not insurance)",R0380,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Own shares (held directly),R0390,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,7,20250930
AUSTRIA,2016 Q3,Life undertakings,54.543781,Cash and cash equivalents,R0410,7,20250930
AUSTRIA,2016 Q3,Life undertakings,68.3291,"Any other assets, not elsewhere shown",R0420,7,20250930
AUSTRIA,2016 Q3,Life undertakings,16119.530526,Total assets,R0500,7,20250930
AUSTRIA,2016 Q3,Life undertakings,,Liabilities,R0501,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions – non-life,R0510,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions – non-life (excluding health),R0520,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions calculated as a whole,R0530,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Best Estimate,R0540,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Risk margin,R0550,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions - health (similar to non-life),R0560,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions calculated as a whole,R0570,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Best Estimate,R0580,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Risk margin,R0590,7,20250930
AUSTRIA,2016 Q3,Life undertakings,6717.001894,Technical provisions - life (excluding index-linked and unit-linked),R0600,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions - health (similar to life),R0610,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions calculated as a whole,R0620,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Best Estimate,R0630,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Risk margin,R0640,7,20250930
AUSTRIA,2016 Q3,Life undertakings,6717.001894,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions calculated as a whole,R0660,7,20250930
AUSTRIA,2016 Q3,Life undertakings,6655.999519,Best Estimate,R0670,7,20250930
AUSTRIA,2016 Q3,Life undertakings,61.002375,Risk margin,R0680,7,20250930
AUSTRIA,2016 Q3,Life undertakings,7671.299306,Technical provisions – index-linked and unit-linked,R0690,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Technical provisions calculated as a whole,R0700,7,20250930
AUSTRIA,2016 Q3,Life undertakings,7612.515356,Best Estimate,R0710,7,20250930
AUSTRIA,2016 Q3,Life undertakings,58.78395,Risk margin,R0720,7,20250930
AUSTRIA,2016 Q3,Life undertakings,,Other technical provisions,R0730,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Contingent liabilities,R0740,7,20250930
AUSTRIA,2016 Q3,Life undertakings,32.11084,Provisions other than technical provisions,R0750,7,20250930
AUSTRIA,2016 Q3,Life undertakings,9.536462,Pension benefit obligations,R0760,7,20250930
AUSTRIA,2016 Q3,Life undertakings,498.526373,Deposits from reinsurers,R0770,7,20250930
AUSTRIA,2016 Q3,Life undertakings,69.416624,Deferred tax liabilities,R0780,7,20250930
AUSTRIA,2016 Q3,Life undertakings,55.455,Derivatives,R0790,7,20250930
AUSTRIA,2016 Q3,Life undertakings,42.21,Debts owed to credit institutions,R0800,7,20250930
AUSTRIA,2016 Q3,Life undertakings,20.104414,Financial liabilities other than debts owed to credit institutions,R0810,7,20250930
AUSTRIA,2016 Q3,Life undertakings,37.799576,Insurance & intermediaries payables,R0820,7,20250930
AUSTRIA,2016 Q3,Life undertakings,6.467142,Reinsurance payables,R0830,7,20250930
AUSTRIA,2016 Q3,Life undertakings,20.109896,"Payables (trade, not insurance)",R0840,7,20250930
AUSTRIA,2016 Q3,Life undertakings,37.224723,Subordinated liabilities,R0850,7,20250930
AUSTRIA,2016 Q3,Life undertakings,0.0,Subordinated liabilities not in Basic Own Funds,R0860,7,20250930
AUSTRIA,2016 Q3,Life undertakings,37.224723,Subordinated liabilities in Basic Own Funds,R0870,7,20250930
AUSTRIA,2016 Q3,Life undertakings,61.542203,"Any other liabilities, not elsewhere shown",R0880,7,20250930
AUSTRIA,2016 Q3,Life undertakings,15278.804453,Total liabilities,R0900,7,20250930
AUSTRIA,2016 Q3,Life undertakings,840.726073,Excess of assets over liabilities,R1000,7,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,,Assets,R0001,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,,Goodwill,R0010,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,,Deferred acquisition costs,R0020,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Intangible assets,R0030,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,210.612361,Deferred tax assets,R0040,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Pension benefit surplus,R0050,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,190.343959,"Property, plant & equipment held for own use",R0060,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,19021.245865,Investments (other than assets held for index-linked and unit-linked contracts),R0070,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,650.253751,Property (other than for own use),R0080,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,14995.52087,"Holdings in related undertakings, including participations",R0090,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,70.970906,Equities,R0100,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,18.077091,Equities - listed,R0110,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,52.893815,Equities - unlisted,R0120,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,2569.476804,Bonds,R0130,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,397.450537,Government Bonds,R0140,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,2158.834436,Corporate Bonds,R0150,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,12.976898,Structured notes,R0160,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.214934,Collateralised securities,R0170,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,600.982521,Collective Investments Undertakings,R0180,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,6.782995,Derivatives,R0190,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,109.35803,Deposits other than cash equivalents,R0200,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,17.899986,Other investments,R0210,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Assets held for index-linked and unit-linked contracts,R0220,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,749.361447,Loans and mortgages,R0230,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Loans on policies,R0240,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.028725,Loans and mortgages to individuals,R0250,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,749.332721,Other loans and mortgages,R0260,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,772.88631,Reinsurance recoverables from:,R0270,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,669.146501,Non-life and health similar to non-life,R0280,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,648.327994,Non-life excluding health,R0290,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,20.818507,Health similar to non-life,R0300,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,103.739809,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,4.935179,Health similar to life,R0320,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,98.804629,Life excluding health and index-linked and unit-linked,R0330,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Life index-linked and unit-linked,R0340,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,1579.387941,Deposits to cedants,R0350,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,148.841205,Insurance and intermediaries receivables,R0360,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,516.28535,Reinsurance receivables,R0370,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,1067.891545,"Receivables (trade, not insurance)",R0380,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,10.857454,Own shares (held directly),R0390,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,576.185793,Cash and cash equivalents,R0410,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,91.906676,"Any other assets, not elsewhere shown",R0420,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,24935.805904,Total assets,R0500,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,,Liabilities,R0501,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,3638.823764,Technical provisions – non-life,R0510,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,3283.133616,Technical provisions – non-life (excluding health),R0520,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0530,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,3087.520088,Best Estimate,R0540,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,195.613528,Risk margin,R0550,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,355.690149,Technical provisions - health (similar to non-life),R0560,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0570,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,340.10657,Best Estimate,R0580,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,15.583579,Risk margin,R0590,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,587.90613,Technical provisions - life (excluding index-linked and unit-linked),R0600,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,204.342858,Technical provisions - health (similar to life),R0610,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0620,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,160.530605,Best Estimate,R0630,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,43.812253,Risk margin,R0640,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,383.563272,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0660,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,371.802028,Best Estimate,R0670,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,11.761244,Risk margin,R0680,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,35.500769,Technical provisions – index-linked and unit-linked,R0690,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Technical provisions calculated as a whole,R0700,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,34.701501,Best Estimate,R0710,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.799268,Risk margin,R0720,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,,Other technical provisions,R0730,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.88206,Contingent liabilities,R0740,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,281.699393,Provisions other than technical provisions,R0750,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,1273.851317,Pension benefit obligations,R0760,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,220.46849,Deposits from reinsurers,R0770,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,486.224887,Deferred tax liabilities,R0780,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,3.812203,Derivatives,R0790,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,7.819728,Debts owed to credit institutions,R0800,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,341.675567,Financial liabilities other than debts owed to credit institutions,R0810,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,111.648854,Insurance & intermediaries payables,R0820,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,97.491959,Reinsurance payables,R0830,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,918.515897,"Payables (trade, not insurance)",R0840,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,2474.321446,Subordinated liabilities,R0850,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,0.0,Subordinated liabilities not in Basic Own Funds,R0860,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,2474.321446,Subordinated liabilities in Basic Own Funds,R0870,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,142.619095,"Any other liabilities, not elsewhere shown",R0880,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,10623.26156,Total liabilities,R0900,15,20250930
AUSTRIA,2016 Q3,Non-Life undertakings,14312.544344,Excess of assets over liabilities,R1000,15,20250930
AUSTRIA,2016 Q3,Other undertakings,,Assets,R0001,19,20250930
AUSTRIA,2016 Q3,Other undertakings,,Goodwill,R0010,19,20250930
AUSTRIA,2016 Q3,Other undertakings,,Deferred acquisition costs,R0020,19,20250930
AUSTRIA,2016 Q3,Other undertakings,0.0,Intangible assets,R0030,19,20250930
AUSTRIA,2016 Q3,Other undertakings,1686.635207,Deferred tax assets,R0040,19,20250930
AUSTRIA,2016 Q3,Other undertakings,49.408931,Pension benefit surplus,R0050,19,20250930
AUSTRIA,2016 Q3,Other undertakings,709.043346,"Property, plant & equipment held for own use",R0060,19,20250930
AUSTRIA,2016 Q3,Other undertakings,76430.327981,Investments (other than assets held for index-linked and unit-linked contracts),R0070,19,20250930
AUSTRIA,2016 Q3,Other undertakings,6262.002142,Property (other than for own use),R0080,19,20250930
AUSTRIA,2016 Q3,Other undertakings,7662.189002,"Holdings in related undertakings, including participations",R0090,19,20250930
AUSTRIA,2016 Q3,Other undertakings,829.807678,Equities,R0100,19,20250930
AUSTRIA,2016 Q3,Other undertakings,399.411372,Equities - listed,R0110,19,20250930
AUSTRIA,2016 Q3,Other undertakings,430.396306,Equities - unlisted,R0120,19,20250930
AUSTRIA,2016 Q3,Other undertakings,47746.529622,Bonds,R0130,19,20250930
AUSTRIA,2016 Q3,Other undertakings,22743.582445,Government Bonds,R0140,19,20250930
AUSTRIA,2016 Q3,Other undertakings,22511.79925,Corporate Bonds,R0150,19,20250930
AUSTRIA,2016 Q3,Other undertakings,2378.906913,Structured notes,R0160,19,20250930
AUSTRIA,2016 Q3,Other undertakings,112.241013,Collateralised securities,R0170,19,20250930
AUSTRIA,2016 Q3,Other undertakings,13351.384734,Collective Investments Undertakings,R0180,19,20250930
AUSTRIA,2016 Q3,Other undertakings,63.0965,Derivatives,R0190,19,20250930
AUSTRIA,2016 Q3,Other undertakings,502.661146,Deposits other than cash equivalents,R0200,19,20250930
AUSTRIA,2016 Q3,Other undertakings,12.657158,Other investments,R0210,19,20250930
AUSTRIA,2016 Q3,Other undertakings,11502.997518,Assets held for index-linked and unit-linked contracts,R0220,19,20250930
AUSTRIA,2016 Q3,Other undertakings,3621.735533,Loans and mortgages,R0230,19,20250930
AUSTRIA,2016 Q3,Other undertakings,45.102215,Loans on policies,R0240,19,20250930
AUSTRIA,2016 Q3,Other undertakings,130.207821,Loans and mortgages to individuals,R0250,19,20250930
AUSTRIA,2016 Q3,Other undertakings,3446.425496,Other loans and mortgages,R0260,19,20250930
AUSTRIA,2016 Q3,Other undertakings,2826.587642,Reinsurance recoverables from:,R0270,19,20250930
AUSTRIA,2016 Q3,Other undertakings,2272.21948,Non-life and health similar to non-life,R0280,19,20250930
AUSTRIA,2016 Q3,Other undertakings,2011.787292,Non-life excluding health,R0290,19,20250930
AUSTRIA,2016 Q3,Other undertakings,260.432188,Health similar to non-life,R0300,19,20250930
AUSTRIA,2016 Q3,Other undertakings,578.374389,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,19,20250930
AUSTRIA,2016 Q3,Other undertakings,-11.106147,Health similar to life,R0320,19,20250930
AUSTRIA,2016 Q3,Other undertakings,589.480536,Life excluding health and index-linked and unit-linked,R0330,19,20250930
AUSTRIA,2016 Q3,Other undertakings,-24.006226,Life index-linked and unit-linked,R0340,19,20250930
AUSTRIA,2016 Q3,Other undertakings,5.020325,Deposits to cedants,R0350,19,20250930
AUSTRIA,2016 Q3,Other undertakings,563.926232,Insurance and intermediaries receivables,R0360,19,20250930
AUSTRIA,2016 Q3,Other undertakings,121.370229,Reinsurance receivables,R0370,19,20250930
AUSTRIA,2016 Q3,Other undertakings,787.463078,"Receivables (trade, not insurance)",R0380,19,20250930
AUSTRIA,2016 Q3,Other undertakings,0.0,Own shares (held directly),R0390,19,20250930
AUSTRIA,2016 Q3,Other undertakings,0.0,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,19,20250930
AUSTRIA,2016 Q3,Other undertakings,1877.748297,Cash and cash equivalents,R0410,19,20250930
AUSTRIA,2016 Q3,Other undertakings,169.399824,"Any other assets, not elsewhere shown",R0420,19,20250930
AUSTRIA,2016 Q3,Other undertakings,100351.664144,Total assets,R0500,19,20250930
AUSTRIA,2016 Q3,Other undertakings,,Liabilities,R0501,19,20250930
AUSTRIA,2016 Q3,Other undertakings,6400.382044,Technical provisions – non-life,R0510,19,20250930
AUSTRIA,2016 Q3,Other undertakings,5867.896294,Technical provisions – non-life (excluding health),R0520,19,20250930
AUSTRIA,2016 Q3,Other undertakings,12.34555,Technical provisions calculated as a whole,R0530,19,20250930
AUSTRIA,2016 Q3,Other undertakings,5172.670529,Best Estimate,R0540,19,20250930
AUSTRIA,2016 Q3,Other undertakings,682.880215,Risk margin,R0550,19,20250930
AUSTRIA,2016 Q3,Other undertakings,532.48575,Technical provisions - health (similar to non-life),R0560,19,20250930
AUSTRIA,2016 Q3,Other undertakings,0.0,Technical provisions calculated as a whole,R0570,19,20250930
AUSTRIA,2016 Q3,Other undertakings,416.400242,Best Estimate,R0580,19,20250930
AUSTRIA,2016 Q3,Other undertakings,116.085508,Risk margin,R0590,19,20250930
AUSTRIA,2016 Q3,Other undertakings,58866.026384,Technical provisions - life (excluding index-linked and unit-linked),R0600,19,20250930
AUSTRIA,2016 Q3,Other undertakings,3823.072539,Technical provisions - health (similar to life),R0610,19,20250930
AUSTRIA,2016 Q3,Other undertakings,0.0,Technical provisions calculated as a whole,R0620,19,20250930
AUSTRIA,2016 Q3,Other undertakings,2988.937317,Best Estimate,R0630,19,20250930
AUSTRIA,2016 Q3,Other undertakings,834.135222,Risk margin,R0640,19,20250930
AUSTRIA,2016 Q3,Other undertakings,55042.953845,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,19,20250930
AUSTRIA,2016 Q3,Other undertakings,0.007,Technical provisions calculated as a whole,R0660,19,20250930
AUSTRIA,2016 Q3,Other undertakings,53868.746207,Best Estimate,R0670,19,20250930
AUSTRIA,2016 Q3,Other undertakings,1174.200638,Risk margin,R0680,19,20250930
AUSTRIA,2016 Q3,Other undertakings,9987.152111,Technical provisions – index-linked and unit-linked,R0690,19,20250930
AUSTRIA,2016 Q3,Other undertakings,47.621194,Technical provisions calculated as a whole,R0700,19,20250930
AUSTRIA,2016 Q3,Other undertakings,9762.595734,Best Estimate,R0710,19,20250930
AUSTRIA,2016 Q3,Other undertakings,176.935182,Risk margin,R0720,19,20250930
AUSTRIA,2016 Q3,Other undertakings,,Other technical provisions,R0730,19,20250930
AUSTRIA,2016 Q3,Other undertakings,14.789834,Contingent liabilities,R0740,19,20250930
AUSTRIA,2016 Q3,Other undertakings,504.933561,Provisions other than technical provisions,R0750,19,20250930
AUSTRIA,2016 Q3,Other undertakings,1077.939003,Pension benefit obligations,R0760,19,20250930
AUSTRIA,2016 Q3,Other undertakings,1016.977085,Deposits from reinsurers,R0770,19,20250930
AUSTRIA,2016 Q3,Other undertakings,3602.418332,Deferred tax liabilities,R0780,19,20250930
AUSTRIA,2016 Q3,Other undertakings,28.448784,Derivatives,R0790,19,20250930
AUSTRIA,2016 Q3,Other undertakings,130.528995,Debts owed to credit institutions,R0800,19,20250930
AUSTRIA,2016 Q3,Other undertakings,204.649717,Financial liabilities other than debts owed to credit institutions,R0810,19,20250930
AUSTRIA,2016 Q3,Other undertakings,447.153977,Insurance & intermediaries payables,R0820,19,20250930
AUSTRIA,2016 Q3,Other undertakings,571.757561,Reinsurance payables,R0830,19,20250930
AUSTRIA,2016 Q3,Other undertakings,963.171356,"Payables (trade, not insurance)",R0840,19,20250930
AUSTRIA,2016 Q3,Other undertakings,1026.174212,Subordinated liabilities,R0850,19,20250930
AUSTRIA,2016 Q3,Other undertakings,0.0,Subordinated liabilities not in Basic Own Funds,R0860,19,20250930
AUSTRIA,2016 Q3,Other undertakings,1026.174212,Subordinated liabilities in Basic Own Funds,R0870,19,20250930
AUSTRIA,2016 Q3,Other undertakings,414.027079,"Any other liabilities, not elsewhere shown",R0880,19,20250930
AUSTRIA,2016 Q3,Other undertakings,85256.530034,Total liabilities,R0900,19,20250930
AUSTRIA,2016 Q3,Other undertakings,15095.13411,Excess of assets over liabilities,R1000,19,20250930
AUSTRIA,2016 Q4,Life undertakings,,Assets,R0001,6,20250930
AUSTRIA,2016 Q4,Life undertakings,,Goodwill,R0010,6,20250930
AUSTRIA,2016 Q4,Life undertakings,,Deferred acquisition costs,R0020,6,20250930
AUSTRIA,2016 Q4,Life undertakings,0.0,Intangible assets,R0030,6,20250930
AUSTRIA,2016 Q4,Life undertakings,5.107582,Deferred tax assets,R0040,6,20250930
AUSTRIA,2016 Q4,Life undertakings,0.0,Pension benefit surplus,R0050,6,20250930
AUSTRIA,2016 Q4,Life undertakings,5.43513,"Property, plant & equipment held for own use",R0060,6,20250930
AUSTRIA,2016 Q4,Life undertakings,7058.325916,Investments (other than assets held for index-linked and unit-linked contracts),R0070,6,20250930
AUSTRIA,2016 Q4,Life undertakings,3.248,Property (other than for own use),R0080,6,20250930
AUSTRIA,2016 Q4,Life undertakings,3219.373681,"Holdings in related undertakings, including participations",R0090,6,20250930
AUSTRIA,2016 Q4,Life undertakings,2.72461,Equities,R0100,6,20250930
AUSTRIA,2016 Q4,Life undertakings,2.5512,Equities - listed,R0110,6,20250930
AUSTRIA,2016 Q4,Life undertakings,0.17341,Equities - unlisted,R0120,6,20250930
AUSTRIA,2016 Q4,Life undertakings,3007.940405,Bonds,R0130,6,20250930
AUSTRIA,2016 Q4,Life undertakings,1374.976997,Government Bonds,R0140,6,20250930
AUSTRIA,2016 Q4,Life undertakings,1469.880111,Corporate Bonds,R0150,6,20250930
AUSTRIA,2016 Q4,Life undertakings,163.083298,Structured notes,R0160,6,20250930
AUSTRIA,2016 Q4,Life undertakings,0.0,Collateralised securities,R0170,6,20250930
AUSTRIA,2016 Q4,Life undertakings,783.434189,Collective Investments Undertakings,R0180,6,20250930
AUSTRIA,2016 Q4,Life undertakings,29.31988,Derivatives,R0190,6,20250930
AUSTRIA,2016 Q4,Life undertakings,12.285151,Deposits other than cash equivalents,R0200,6,20250930
AUSTRIA,2016 Q4,Life undertakings,0.0,Other investments,R0210,6,20250930
AUSTRIA,2016 Q4,Life undertakings,3637.373615,Assets held for index-linked and unit-linked contracts,R0220,6,20250930
AUSTRIA,2016 Q4,Life undertakings,130.987039,Loans and mortgages,R0230,6,20250930
AUSTRIA,2016 Q4,Life undertakings,1.921712,Loans on policies,R0240,6,20250930
AUSTRIA,2016 Q4,Life undertakings,0.051614,Loans and mortgages to individuals,R0250,6,20250930
AUSTRIA,2016 Q4,Life undertakings,129.013713,Other loans and mortgages,R0260,6,20250930
AUSTRIA,2016 Q4,Life undertakings,92.079615,Reinsurance recoverables from:,R0270,6,20250930
AUSTRIA,2016 Q4,Life undertakings,0.0,Non-life and health similar to non-life,R0280,6,20250930
