Reporting country,Reference period,Item code,Item name,Value,Undertaking type,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
AUSTRIA,2017 Q2,R0640,Ratio of Eligible own funds to MCR,9.04931,All undertaking types,20250930,38
AUSTRIA,2017 Q2,R0640,Ratio of Eligible own funds to MCR,4.52868,Life undertakings,20250930,6
AUSTRIA,2017 Q2,R0640,Ratio of Eligible own funds to MCR,12.40663,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q2,R0640,Ratio of Eligible own funds to MCR,7.5849,Other undertakings,20250930,17
AUSTRIA,2017 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.24504,All undertaking types,20250930,38
AUSTRIA,2017 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.08651,Life undertakings,20250930,6
AUSTRIA,2017 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),5.05195,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.60264,Other undertakings,20250930,17
AUSTRIA,2017 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.40266,All undertaking types,20250930,38
AUSTRIA,2017 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.24548,Life undertakings,20250930,6
AUSTRIA,2017 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),6.68025,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.65252,Other undertakings,20250930,17
AUSTRIA,2017 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.32878,All undertaking types,20250930,38
AUSTRIA,2017 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.9169,Life undertakings,20250930,6
AUSTRIA,2017 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),8.73893,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.56576,Other undertakings,20250930,17
AUSTRIA,2017 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),10.05574,All undertaking types,20250930,38
AUSTRIA,2017 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.58137,Life undertakings,20250930,6
AUSTRIA,2017 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),11.08353,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.69141,Other undertakings,20250930,17
AUSTRIA,2017 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),11.59098,All undertaking types,20250930,38
AUSTRIA,2017 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),5.93855,Life undertakings,20250930,6
AUSTRIA,2017 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),12.81425,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),10.26611,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0500,Total available own funds to meet the SCR,858.669982,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0500,Total available own funds to meet the SCR,18735.352116,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0500,Total available own funds to meet the SCR,19939.648085,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0510,Total available own funds to meet the MCR,858.669982,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0510,Total available own funds to meet the MCR,18621.071534,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0510,Total available own funds to meet the MCR,19875.044186,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0540,Total eligible own funds to meet the SCR,858.669982,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0540,Total eligible own funds to meet the SCR,18227.805506,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0540,Total eligible own funds to meet the SCR,19939.648085,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0550,Total eligible own funds to meet the MCR,858.669982,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0550,Total eligible own funds to meet the MCR,16698.126251,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0550,Total eligible own funds to meet the MCR,19099.062114,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0580,SCR,410.96889,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0580,SCR,5159.90634,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0580,SCR,8106.462185,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0600,MCR,185.933573,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0600,MCR,1348.562722,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0600,MCR,2447.24938,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0620,Ratio of Eligible own funds to SCR,2.85334,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0620,Ratio of Eligible own funds to SCR,2.08938,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0620,Ratio of Eligible own funds to SCR,3.53258,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0620,Ratio of Eligible own funds to SCR,2.45972,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.8492,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.95521,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.69181,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.91733,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.05205,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.08772,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.35297,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.05197,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.48626,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.40803,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),3.18996,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.27358,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.954,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.59991,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),3.77996,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.57575,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.73484,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.6552,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),5.24511,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.84272,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0640,Ratio of Eligible own funds to MCR,9.20598,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0640,Ratio of Eligible own funds to MCR,4.61815,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0640,Ratio of Eligible own funds to MCR,12.38217,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0640,Ratio of Eligible own funds to MCR,7.8043,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.21897,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.1287,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),5.33707,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.55978,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.57307,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.284,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),6.69604,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),6.11658,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.44656,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),5.00588,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),8.53419,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.96112,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),10.1893,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.62916,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),12.16198,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.90909,Other undertakings,20250930,17
AUSTRIA,2017 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),12.58373,All undertaking types,20250930,38
AUSTRIA,2017 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),5.8587,Life undertakings,20250930,6
AUSTRIA,2017 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),12.78065,Non-Life undertakings,20250930,15
AUSTRIA,2017 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),10.60704,Other undertakings,20250930,17
AUSTRIA,2017 Q4,R0500,Total available own funds to meet the SCR,929.732543,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0500,Total available own funds to meet the SCR,9484.610088,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0500,Total available own funds to meet the SCR,27374.731663,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0510,Total available own funds to meet the MCR,829.732543,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0510,Total available own funds to meet the MCR,9481.950249,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0510,Total available own funds to meet the MCR,27251.338572,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0540,Total eligible own funds to meet the SCR,929.732543,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0540,Total eligible own funds to meet the SCR,9168.445656,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0540,Total eligible own funds to meet the SCR,27156.920345,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0550,Total eligible own funds to meet the MCR,829.732543,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0550,Total eligible own funds to meet the MCR,8392.529209,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0550,Total eligible own funds to meet the MCR,25625.428786,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0580,SCR,419.805196,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0580,SCR,2357.420275,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0580,SCR,9976.351999,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0600,MCR,190.051299,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0600,MCR,644.320121,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0600,MCR,2974.651353,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0620,Ratio of Eligible own funds to SCR,2.92115,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0620,Ratio of Eligible own funds to SCR,2.21468,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0620,Ratio of Eligible own funds to SCR,3.88919,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0620,Ratio of Eligible own funds to SCR,2.72213,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.93995,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),2.04644,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.71314,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.96549,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.1436,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.16328,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.56053,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.16494,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.57477,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.23088,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),3.1396,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.52536,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),3.1396,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.51729,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),3.43952,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.72192,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.67381,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.70885,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),5.66119,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.59976,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0640,Ratio of Eligible own funds to MCR,9.14872,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0640,Ratio of Eligible own funds to MCR,4.36583,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0640,Ratio of Eligible own funds to MCR,13.0254,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0640,Ratio of Eligible own funds to MCR,8.6146,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.31281,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.1509,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.7297,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),5.50262,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.57039,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.18344,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),6.81657,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),6.93985,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.49282,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.54765,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.79956,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.97416,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.55136,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.21044,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.55136,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),10.11642,Other undertakings,20250930,18
AUSTRIA,2017 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),12.62251,All undertaking types,20250930,37
AUSTRIA,2017 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),5.6354,Life undertakings,20250930,6
AUSTRIA,2017 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),12.85525,Non-Life undertakings,20250930,13
AUSTRIA,2017 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),11.62282,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0500,Total available own funds to meet the SCR,945.287744,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0500,Total available own funds to meet the SCR,9561.573825,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0500,Total available own funds to meet the SCR,27044.346415,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0510,Total available own funds to meet the MCR,845.287744,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0510,Total available own funds to meet the MCR,9558.6878,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0510,Total available own funds to meet the MCR,26928.859083,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0540,Total eligible own funds to meet the SCR,945.287744,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0540,Total eligible own funds to meet the SCR,9336.776098,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0540,Total eligible own funds to meet the SCR,26792.56604,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0550,Total eligible own funds to meet the MCR,845.287744,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0550,Total eligible own funds to meet the MCR,8487.888192,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0550,Total eligible own funds to meet the MCR,25318.543231,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0580,SCR,399.513146,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0580,SCR,2529.37475,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0580,SCR,10072.542063,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0600,MCR,180.326983,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0600,MCR,692.077813,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0600,MCR,3016.923509,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0620,Ratio of Eligible own funds to SCR,2.85158,All undertaking types,20250930,37
AUSTRIA,2018 Q1,R0620,Ratio of Eligible own funds to SCR,2.3661,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0620,Ratio of Eligible own funds to SCR,3.69134,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0620,Ratio of Eligible own funds to SCR,2.65996,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.93474,All undertaking types,20250930,37
AUSTRIA,2018 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),2.11829,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.68167,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),2.03809,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.17937,All undertaking types,20250930,37
AUSTRIA,2018 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.23708,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.37507,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.14447,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.53342,All undertaking types,20250930,37
AUSTRIA,2018 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.37082,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.97743,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.31991,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),3.0271,All undertaking types,20250930,37
AUSTRIA,2018 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.56956,Life undertakings,20250930,6
AUSTRIA,2018 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),3.42377,Non-Life undertakings,20250930,13
AUSTRIA,2018 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.60597,Other undertakings,20250930,18
AUSTRIA,2018 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.59221,All undertaking types,20250930,37
